happiness,户口类型,出生年份,家庭年收入,家庭常驻人口,家庭经济状况,是否参加基本医疗保险,是否参加基本养老保险,是否参加商业医疗保险,是否参加商业养老保险,养老应该由谁负责
比较幸福,城市,1945,39000,1,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1939,84000,1,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1984,48000,1,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1946,80400,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1936,120000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较幸福,城市,1960,70000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1957,200000,2,高于平均水平,参加了,没有参加,没有参加,参加了,主要由老人自己负责
非常幸福,城市,1958,36000,1,平均水平,参加了,参加了,参加了,参加了,主要由子女负责
比较幸福,城市,1956,148000,2,平均水平,参加了,参加了,参加了,参加了,主要由政府负责
比较幸福,城市,1949,78000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1956,50000,3,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1957,198000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1948,78000,2,高于平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1953,137400,3,平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1937,48000,1,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1971,55000,3,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1967,216000,3,平均水平,参加了,参加了,参加了,没有参加,主要由政府负责
比较幸福,城市,1989,45000,1,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1960,150000,5,平均水平,参加了,参加了,参加了,没有参加,主要由老人自己负责
非常幸福,城市,1977,100000,3,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1956,70000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1959,108000,3,平均水平,参加了,参加了,参加了,没有参加,主要由子女负责
比较幸福,城市,1981,100000,2,平均水平,参加了,参加了,没有参加,参加了,政府/子女/老人责任均摊
比较幸福,城市,1982,86000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1963,25000,1,远低于平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1938,77000,1,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
非常幸福,城市,1985,120000,2,平均水平,参加了,参加了,无法回答,参加了,主要由子女负责
非常幸福,城市,1957,61200,2,远低于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
说不上幸福不幸福,城市,1996,18000,2,远低于平均水平,没有参加,没有参加,没有参加,没有参加,无法回答
比较幸福,城市,1952,85200,3,低于平均水平,参加了,没有参加,没有参加,参加了,主要由老人自己负责
比较幸福,城市,1925,190000,2,高于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1953,130000,4,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1957,42000,1,低于平均水平,参加了,不适用,不适用,不适用,政府/子女/老人责任均摊
比较幸福,城市,1944,100000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1983,120000,3,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1958,45600,2,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1933,135600,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1953,108000,3,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1953,50000,1,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1954,40800,1,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1983,拒绝回答,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
无法回答,城市,1971,拒绝回答,拒绝回答,无法回答,无法回答,无法回答,无法回答,无法回答,无法回答
说不上幸福不幸福,城市,1959,60000,2,平均水平,参加了,参加了,参加了,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1936,58000,1,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1950,81600,2,低于平均水平,参加了,参加了,参加了,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1989,80000,2,平均水平,参加了,参加了,参加了,没有参加,主要由子女负责
比较幸福,城市,1954,80000,2,平均水平,参加了,参加了,参加了,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1979,300000,5,平均水平,参加了,参加了,参加了,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1953,90000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1962,36000,1,远低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1967,拒绝回答,3,无法回答,参加了,参加了,参加了,参加了,无法回答
非常幸福,城市,1931,76800,2,无法回答,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1950,70000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
无法回答,城市,1971,拒绝回答,4,无法回答,参加了,不适用,不适用,不适用,无法回答
比较幸福,城市,1991,48000,1,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1956,65040,2,低于平均水平,参加了,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1966,200000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1932,66000,2,平均水平,没有参加,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1959,8000,1,远低于平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
比较幸福,城市,1959,80000,2,平均水平,没有参加,没有参加,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1956,150000,2,平均水平,参加了,参加了,没有参加,没有参加,无法回答
说不上幸福不幸福,城市,1948,59280,2,远低于平均水平,参加了,参加了,参加了,没有参加,主要由子女负责
比较幸福,城市,1938,80000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1970,110000,3,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1978,200000,3,平均水平,参加了,参加了,参加了,参加了,政府/子女/老人责任均摊
比较幸福,城市,1941,100000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较幸福,城市,1935,120000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1947,100000,2,高于平均水平,参加了,参加了,不适用,不适用,政府/子女/老人责任均摊
比较幸福,城市,1955,750000,3,高于平均水平,参加了,参加了,参加了,参加了,政府/子女/老人责任均摊
比较幸福,城市,1968,120000,3,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1932,96000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1930,120000,2,高于平均水平,参加了,参加了,不适用,不适用,政府/子女/老人责任均摊
比较幸福,城市,1941,120000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
比较幸福,城市,1980,200000,3,高于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1941,60000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由老人自己负责
说不上幸福不幸福,城市,1981,100000,2,平均水平,参加了,参加了,参加了,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1945,80000,2,平均水平,参加了,参加了,不适用,不适用,政府/子女/老人责任均摊
比较不幸福,城市,1939,48000,1,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1945,72000,2,平均水平,参加了,参加了,没有参加,没有参加,主要由子女负责
比较幸福,城市,1940,140000,2,高于平均水平,参加了,参加了,不适用,不适用,政府/子女/老人责任均摊
比较幸福,城市,1955,120000,2,高于平均水平,参加了,参加了,参加了,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1968,200000,4,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1982,200000,4,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1942,72000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1942,40000,2,低于平均水平,参加了,参加了,没有参加,没有参加,主要由政府负责
比较幸福,城市,1932,60000,2,低于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1969,90000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1937,36000,1,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1937,40000,1,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1975,100000,2,平均水平,参加了,参加了,参加了,参加了,政府/子女/老人责任均摊
比较幸福,城市,1967,200000,3,平均水平,参加了,参加了,参加了,参加了,政府/子女/老人责任均摊
比较幸福,城市,1951,72000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,城市,1973,60000,1,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
说不上幸福不幸福,城市,1960,180000,3,平均水平,参加了,参加了,没有参加,参加了,政府/子女/老人责任均摊
比较幸福,城市,1947,100000,2,平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
非常幸福,城市,1990,160000,1,高于平均水平,参加了,参加了,没有参加,没有参加,政府/子女/老人责任均摊
比较幸福,农村,1978,30000,2,平均水平,没有参加,没有参加,参加了,没有参加,主要由子女负责
比较幸福,城市,1986,100000,7,平均水平,参加了,没有参加,没有参加,没有参加,主要由子女负责
