类别,行政区,点评数,口味,环境,服务,人均消费
火锅,I,159,7,7,6.9,44
浙菜,I,669,0,0,0,0
甜点,I,4,7.3,7.1,7.5,0
浙菜,F,0,0,0,0,0
海鲜,F,4,7.5,7.7,7.7,0
甜点,A,13,7.2,7.2,7.3,21
甜点,A,13,7.2,7.2,7.3,21
浙菜,A,15956,8,8.1,7.8,159
快餐,A,82,7.7,6.4,7.1,15
快餐,A,82,7.7,6.4,7.1,15
快餐,A,0,0,0,0,0
美食,I,7,7.2,7.1,7.1,0
北菜,G,0,0,0,0,0
川菜,I,135,7.4,6.9,7,68
啡厅,F,958,7.9,9,8.3,60
啡厅,F,28,7.8,8.2,8.3,26
啡厅,F,958,7.9,9,8.3,60
火锅,I,1573,7.9,7.8,7.6,121
本菜,F,2,6.9,6.9,6.8,0
快餐,A,445,8.1,7.8,7.9,42
快餐,A,235,7.6,7.4,7.5,50
快餐,F,2,6.9,6.9,6.9,0
快餐,I,69,7.2,6.8,6.8,14
快餐,I,69,7.2,6.8,6.8,14
甜点,A,1055,0,0,0,0
料理,F,158,7.4,7.2,7.3,37
西餐,I,1,7.2,7.2,7.2,0
浙菜,F,3,6.8,6.8,6.8,0
快餐,F,3,7.1,7.1,7.1,0
甜点,A,0,0,0,0,0
啡厅,A,0,0,0,0,0
快餐,A,1,6.9,6.9,6.9,0
啡厅,A,0,0,0,0,0
甜点,A,0,0,0,0,0
美食,F,0,0,0,0,0
烧烤,F,15,7.3,6.8,7,13
本菜,F,131,7.2,6.9,7.2,33
本菜,F,12,6.8,6.9,6.9,0
快餐,F,40,7.3,7.1,7.3,25
美食,F,0,0,0,0,38
甜点,F,9,7.2,7.2,7.2,0
甜点,F,9,7.2,7.2,7.2,0
粤菜,F,22,7.9,7.9,7.7,500
美食,A,181,8.9,8.8,8.9,71
美食,A,5,7.5,7.5,7.3,0
浙菜,F,17,6.5,6.7,6.6,251
浙菜,F,17,6.5,6.7,6.6,251
川菜,I,5083,8.6,8.3,8.1,64
啡厅,G,2,7.6,7.6,7.6,0
烧烤,I,4,7.1,6.9,7.1,0
美食,A,0,0,0,0,0
甜点,I,15,6.9,6.9,6.9,15
啡厅,A,1,7.1,7.1,7.1,0
西餐,A,346,8.7,9.1,9,508
西餐,A,346,8.7,9.1,9,508
快餐,F,5,6.3,6.3,6.3,24
甜点,F,22,8,7.9,7.8,27
快餐,F,5,6.3,6.3,6.3,24
快餐,A,33,7.1,6.8,7,32
快餐,A,37,6.9,6.8,6.7,22
快餐,A,67,7.5,7.1,7.6,29
甜点,A,8,7.2,7.1,7.2,14
美食,A,1,7.1,7.1,7.1,0
啡厅,A,0,0,0,0,0
快餐,A,33,7.1,6.8,7,32
快餐,A,67,7.5,7.1,7.6,29
甜点,A,8,7.2,7.1,7.2,14
火锅,A,479,8.1,8.3,7.5,108
浙菜,K,1109,8.5,8.1,7.9,32
浙菜,K,753,7.3,7.2,7.4,67
火锅,K,398,8.5,8.7,8.5,123
甜点,K,198,7.6,7,6.8,41
甜点,K,348,7.7,7.7,7.8,38
啡厅,K,3,7.4,7.1,7.4,0
甜点,K,26,7.6,7.3,7.4,41
甜点,I,7,7.1,7.2,7.2,0
甜点,I,7,7.1,7.2,7.2,0
西餐,K,1062,9,9.1,9.1,467
西餐,K,1062,9,9.1,9.1,467
西餐,K,1062,9,9.1,9.1,467
烧烤,K,1,6.9,6.9,6.9,0
啡厅,I,33,8.4,8.4,8.4,34
粤菜,F,3,7.1,7.3,7,0
川菜,I,12,7,6.9,6.9,52
川菜,I,0,0,0,0,0
龙虾,G,5,6.9,6.8,7.1,90
浙菜,I,10,7.2,7.2,7.3,0
浙菜,I,761,7.5,7.3,7.4,66
浙菜,I,761,7.5,7.3,7.4,66
西餐,F,621,7.1,6.2,6.1,39
粤菜,F,250,7.6,8.2,7.6,223
粤菜,F,250,7.6,8.2,7.6,223
啡厅,F,9,6.6,6.7,6.6,0
啡厅,F,9,6.6,6.7,6.6,0
甜点,F,0,0,0,0,0
甜点,F,0,0,0,0,0
甜点,A,4,6.6,6.6,6.6,100
快餐,I,5,6.8,6.7,6.7,0
快餐,A,2,7.4,7.4,7.4,0
美食,A,656,8.6,8.9,8.6,40
浙菜,I,181,7.1,7.3,6.9,190
龙虾,F,377,7.5,7.5,8.1,94
快餐,A,37,7.4,6.9,6.8,6
快餐,A,30,6.5,6.5,6.3,18
快餐,F,0,0,0,0,0
川菜,A,1,6.9,6.9,6.9,0
浙菜,F,61,7,7.1,6.9,27
甜点,F,27,7.4,7.4,7.7,19
海鲜,K,12,7.5,7.6,7.6,27
快餐,F,444,7.8,7.5,7.5,33
美食,F,0,0,0,0,0
浙菜,A,134,8.5,9.1,9.1,430
快餐,A,457,6.9,6.8,6.8,61
甜点,A,0,0,0,0,0
甜点,A,0,0,0,0,0
浙菜,I,0,0,0,0,0
西餐,F,269,7.5,7.5,7.5,23
浙菜,A,34,6.4,6.7,6.5,34
西餐,I,184,9,9.1,9,84
海鲜,A,8,7.3,7.1,7.3,53
海鲜,I,1079,7.5,7.7,7.3,185
甜点,A,333,7.3,7,6.7,25
粤菜,K,3,7.4,7.4,7.4,0
本菜,K,877,8.9,9.1,8.6,288
啡厅,K,1,6.5,6.5,6.5,0
本菜,K,877,8.9,9.1,8.6,288
快餐,K,5,7.1,6.9,7.1,18
西餐,F,0,0,0,0,0
川菜,G,6,7.2,7.2,6.8,0
美食,F,3,7,6.9,7,0
烧烤,F,43,7,6.5,6.9,14
甜点,A,46,7.2,7.2,7.2,23
快餐,K,439,7.3,7.4,7.4,28
啡厅,A,0,0,0,0,0
啡厅,A,0,0,0,0,0
甜点,A,25,7.6,7.7,7.7,17
快餐,F,152,7.6,7.4,7.3,33
西餐,G,0,0,0,0,0
美食,G,1,6.8,6.8,6.8,0
西餐,G,0,0,0,0,0
火锅,I,941,8.5,8.2,8.3,52
甜点,F,18,7.7,7.6,7.7,0
甜点,F,2,6.9,6.9,6.9,0
甜点,F,18,7.7,7.6,7.7,0
甜点,F,2,6.9,6.9,6.9,0
川菜,I,0,0,0,0,0
龙虾,I,0,0,0,0,0
美食,A,5,7.2,7.2,7.2,0
甜点,I,41,7.1,7.1,7.1,0
甜点,I,41,7.1,7.1,7.1,0
料理,A,186,6.9,7.7,7.4,42
甜点,A,23,6.7,6.8,7,11
美食,A,1,6.6,6.6,6.6,0
甜点,A,23,6.7,6.8,7,11
快餐,F,8,7,7,6.8,28
龙虾,I,9,7.3,7.1,7.1,0
美食,A,39,7.9,8.1,8,158
快餐,A,292,6.7,6.5,6.3,33
川菜,G,1,7.3,7.1,7.1,0
快餐,F,86,7.9,7.2,7.6,42
快餐,F,2,6.6,6.6,6.6,0
快餐,F,1,7.1,7,7,0
啡厅,F,135,7.1,7.2,7.2,58
烧烤,F,1,6.9,6.9,6.9,0
快餐,I,1,7.2,7,7.2,0
快餐,I,1,6.9,6.8,6.9,0
快餐,I,0,0,0,0,0
龙虾,I,1,7.2,6.4,6.8,0
美食,F,0,0,0,0,0
浙菜,I,30,6.7,6.6,6.6,79
本菜,F,0,0,0,0,0
快餐,A,0,0,0,0,0
海鲜,A,5,7.1,7.1,7.1,0
浙菜,I,75,7,6.8,6.9,48
粤菜,F,313,7.3,7.3,7.2,31
快餐,F,186,7.7,7.5,7.5,21
快餐,F,52,7.1,6.9,7,19
甜点,F,1,6.8,6.9,6.9,0
甜点,F,1,6.8,6.9,6.9,0
美食,F,1,0,0,0,0
快餐,A,2361,7.2,7.2,7,69
龙虾,A,0,0,0,0,0
烧烤,A,1,7.1,7.1,7.1,0
快餐,F,13,7.6,7.6,7.6,0
火锅,I,1188,8.5,9,8.9,102
海鲜,I,120,6.9,6.9,7,82
海鲜,I,120,6.9,6.9,7,82
海鲜,I,4,6.8,6.8,6.9,0
火锅,I,4255,8.5,8.3,8.2,59
火锅,I,2930,8.4,8.4,8.3,42
甜点,H,6,6.8,6.8,6.8,0
浙菜,F,235,7.9,7.5,7.5,86
浙菜,F,46,7.4,7.5,7.6,74
北菜,E,1,7,7,7,49
西餐,A,2,6.8,6.8,6.8,0
亚菜,F,46,7.3,7.3,7.3,35
西餐,F,16,7.5,7.1,7.2,49
甜点,I,53,7.3,7.4,7.3,14
快餐,A,250,6.5,6.6,6.4,45
川菜,I,3,7.3,7.6,7.8,0
快餐,A,8,7.5,7.3,7.2,0
快餐,A,8,7.5,7.3,7.2,0
浙菜,F,73,7.6,7.9,8.1,55
川菜,F,54,7.3,7.1,7.3,93
川菜,F,2046,8.3,8.2,7.8,83
川菜,F,54,7.3,7.1,7.3,93
川菜,F,150,7.3,7.2,7.3,49
火锅,F,4337,8.6,8.3,8.2,128
火锅,F,519,8.3,8,8.2,98
烧烤,F,678,8,7.5,8.4,80
快餐,F,375,7.6,7.5,7.5,22
甜点,F,102,8.3,8.5,8.9,12
美食,F,9,7,7,7.1,0
美食,F,0,0,0,0,0
啡厅,F,0,0,0,0,0
烧烤,F,678,8,7.5,8.4,80
火锅,F,305,8.6,8,8,130
火锅,F,305,8.6,8,8,130
快餐,F,530,7.3,7,7.2,13
亚菜,F,12,8,7.6,8,0
甜点,F,25,7.5,7.5,7.6,16
火锅,F,305,8.6,8,8,130
火锅,F,305,8.6,8,8,130
西餐,I,3,7,6.8,6.9,14
西餐,A,996,7.7,7.5,7.3,68
甜点,A,11,6.9,6.8,6.9,0
甜点,A,1,6.9,6.9,6.9,0
甜点,A,11,6.9,6.8,6.9,0
甜点,A,1,6.9,6.9,6.9,0
美食,F,0,0,0,0,0
甜点,A,1,6.9,6.9,6.9,0
甜点,A,1,6.9,6.9,6.9,0
甜点,I,58,7,7.4,7.3,19
火锅,F,886,6.8,5.9,5.9,94
火锅,F,886,6.8,5.9,5.9,94
粤菜,F,81,7.5,8.4,7.2,522
西餐,A,78,8.1,8.7,8.3,111
西餐,A,10,7.4,7.6,7.6,0
快餐,A,0,0,0,0,0
甜点,F,23,7.1,7.1,7.1,19
西餐,A,909,8.7,8.8,9.2,352
西餐,A,1022,8.5,9,8.8,248
西餐,A,1022,8.5,9,8.8,248
美食,K,2,7.4,7.4,7.4,0
甜点,A,123,7,6.9,6.6,34
甜点,A,123,7,6.9,6.6,34
甜点,I,10,7,7,7.3,22
甜点,A,1,7.5,7.5,7.5,0
快餐,A,230,7.6,7.3,7.1,29
浙菜,F,5317,9,8.8,9,148
浙菜,F,5317,9,8.8,9,148
美食,I,0,0,0,0,0
啡厅,F,91,8.2,8.1,7.9,39
烧烤,K,4107,7.9,7.9,7.7,85
快餐,F,429,7,6.2,6.3,17
快餐,F,29,6.9,6.7,6.8,11
甜点,A,3,7,7,7,0
甜点,A,3,7,7,7,0
浙菜,K,374,7.3,7.1,7.1,64
川菜,I,0,0,0,0,0
快餐,I,1,7,6.9,7,0
美食,I,1,6.9,6.9,6.9,0
川菜,I,0,0,0,0,0
快餐,F,0,0,0,0,0
甜点,A,179,7.6,7.4,7.4,26
浙菜,I,349,0,0,0,0
快餐,F,450,6.5,6.6,6.4,17
本菜,F,1277,7,6.9,6.5,42
甜点,A,6,7.1,7.3,7.1,0
西餐,F,1,6.3,6.8,6.3,0
快餐,F,12,7.1,7.1,7.3,0
快餐,F,12,7.1,7.1,7.3,0
北菜,F,3,7,7,7,0
甜点,F,85,0,0,0,0
甜点,F,34,0,0,0,0
甜点,F,2,7.5,7.5,7.5,0
甜点,F,3,6.6,6.6,6.9,0
快餐,F,13,7.1,6.8,6.9,12
甜点,F,3,6.6,6.6,6.9,0
美食,I,1,7.2,7.2,7.2,0
啡厅,I,9,7.2,7.3,7.4,0
啡厅,I,9,7.2,7.3,7.4,0
啡厅,I,9,7.2,7.3,7.4,0
浙菜,A,518,5.5,5.8,5.5,49
快餐,A,59,7.1,7,7,37
快餐,A,73,6.9,6.9,6.7,63
快餐,A,72,6.5,6.8,6.7,30
快餐,A,2,7,7.4,7.4,0
快餐,A,96,4.7,4.8,4.9,59
甜点,A,169,7.6,7.8,8.2,26
快餐,A,59,7.1,7,7,37
甜点,A,533,7.6,7.2,7.2,77
甜点,A,5,7.2,7.3,7.2,0
甜点,A,533,7.6,7.2,7.2,77
啡厅,A,3,6.7,6.7,6.7,0
甜点,A,169,7.6,7.8,8.2,26
甜点,A,5,7.2,7.3,7.2,0
啡厅,A,3,6.7,6.7,6.7,0
甜点,A,0,0,0,0,0
甜点,A,0,0,0,0,0
川菜,F,3,7.2,7.3,7.3,0
火锅,F,333,8.8,8,8.5,82
西餐,F,8,7.1,7.2,7.2,0
甜点,F,32,6.6,6.8,6.9,20
烧烤,F,102,7,6.4,6.7,60
浙菜,I,0,0,0,0,0
湘菜,I,4,7.5,7.5,7.5,13
湘菜,I,6,6.3,6.5,6.5,0
北菜,I,12,6.7,6.7,6.7,0
火锅,I,3068,8.7,8.8,8.8,123
火锅,I,46,7.4,7.1,7.4,0
快餐,I,136,7.8,7.5,7.7,19
快餐,I,255,6.9,6.8,6.4,16
西餐,I,65,7,7,6.5,25
甜点,I,35,7.3,7.4,7.4,0
美食,I,0,0,0,0,0
啡厅,I,62,8.3,8.2,8.2,36
烧烤,I,0,0,0,0,0
浙菜,A,48,6.4,6.4,6.3,50
川菜,F,5,7.5,7.5,7.5,0
浙菜,G,1677,8.6,8.4,8.4,77
啡厅,A,0,0,0,0,0
火锅,A,0,0,0,0,0
浙菜,A,240,7.4,6.7,7,98
快餐,A,132,6.9,6.6,6.8,19
快餐,A,132,6.9,6.6,6.8,19
川菜,I,73,6.9,6.6,6.7,48
快餐,F,3,7.4,7.4,7.5,0
本菜,F,0,0,0,0,0
甜点,F,391,7.4,7.4,7.3,15
甜点,F,608,7,7,6.7,20
甜点,F,608,7,7,6.7,20
龙虾,F,79,8.4,8.3,8.1,139
浙菜,F,1139,7.5,7.6,7,86
浙菜,F,11,6.9,7.2,7.1,0
快餐,F,207,7.5,7.1,7.1,22
甜点,A,11,7.3,7.3,7.4,0
甜点,F,348,8.8,8.1,8.8,39
甜点,F,348,8.8,8.1,8.8,39
快餐,A,119,7.1,6.8,7.1,23
快餐,A,12,7.2,7.2,7.2,48
甜点,K,62,7.9,7.7,7.6,21
美食,K,16,7.4,7.3,7.4,20
浙菜,F,5,7.1,7.1,7.1,0
西餐,F,2,7.3,7.3,7.3,0
西餐,F,4,7.3,7.2,7.2,0
西餐,F,2,7.3,7.3,7.3,0
甜点,A,39,5.9,6,5.9,33
美食,F,0,0,0,0,0
甜点,I,46,7.2,7.1,7.2,10
甜点,I,46,7.2,7.1,7.2,10
甜点,I,4,7.1,6.6,6.9,0
甜点,I,4,7.1,6.6,6.9,0
甜点,F,50,6.9,7,6.9,22
甜点,F,50,6.9,7,6.9,22
西餐,A,246,9,8.9,9.2,1480
助餐,A,3,7,7,7,0
甜点,A,244,7.8,8.5,8.3,362
甜点,A,244,7.8,8.5,8.3,362
浙菜,K,1727,7.6,7.1,7.1,97
火锅,K,1525,7.8,7.5,7.7,124
本菜,K,369,8.3,8.4,8.7,99
料理,K,3,7,7,7,0
西餐,K,238,8.1,8.1,8.4,50
啡厅,K,15,7,7,7,43
本菜,K,369,8.3,8.4,8.7,99
啡厅,K,15,7,7,7,43
素菜,A,2208,6.8,6.1,5.9,22
甜点,F,1,7,7,7,0
甜点,F,1,7,7,7,0
烧烤,A,0,0,0,0,0
快餐,F,633,7.8,6.9,7.3,29
甜点,A,0,0,0,0,0
烧烤,A,0,0,0,0,0
甜点,A,0,0,0,0,0
快餐,I,54,7.1,6.9,6.9,39
啡厅,A,2,7.1,7.1,7.1,0
南菜,A,4328,8.3,8.8,8.1,214
南菜,A,4328,8.3,8.8,8.1,214
快餐,K,987,7.4,7.5,7.2,43
快餐,K,987,7.4,7.5,7.2,43
快餐,I,280,7.4,7.4,7,26
湘菜,F,0,0,0,0,0
本菜,F,1946,7.8,7.7,7.7,40
浙菜,F,373,8.3,8.8,8.1,47
湘菜,F,0,0,0,0,0
北菜,F,383,7.4,7.4,7.1,57
西餐,F,1286,7.7,7.6,6.9,62
西餐,F,1286,7.7,7.6,6.9,62
美食,F,1,6.9,6.9,6.9,0
快餐,A,25,7.2,6.8,7.7,7
美食,F,23,7.1,7.3,7.3,22
浙菜,A,552,6.6,6.9,6.4,117
本菜,F,49,7,6.9,7,42
甜点,A,27,7.2,7.5,7.5,17
美食,A,19,6.2,6.5,6.2,81
甜点,A,27,7.2,7.5,7.5,17
啡厅,H,36,7.9,8.1,8,36
啡厅,F,0,0,0,0,0
啡厅,F,0,0,0,0,0
快餐,I,0,0,0,0,0
甜点,F,2,6.9,6.9,6.9,0
甜点,F,2,6.9,6.9,6.9,0
美食,F,3271,8.6,8.7,8.4,86
啡厅,F,211,7.1,7.5,7.5,35
啡厅,F,211,7.1,7.5,7.5,35
快餐,F,61,7.6,7.7,7.7,41
西餐,F,118,6.7,6.6,6.7,45
西餐,A,966,8.6,9.1,9.1,969
西餐,A,966,8.6,9.1,9.1,969
快餐,F,3,7.7,7.7,7.7,0
快餐,F,3,7.7,7.7,7.7,0
快餐,F,20,6.9,6.7,6.9,3
川菜,F,8,7.3,6.3,6.7,0
啡厅,F,16,7,7.4,7.4,93
啡厅,F,16,7,7.4,7.4,93
啡厅,K,47,6.5,7.1,6.5,57
甜点,K,148,8.3,8.2,8.3,30
啡厅,K,110,7.8,8.1,7.8,37
啡厅,K,110,7.8,8.1,7.8,37
海鲜,K,952,7.9,8.3,7.3,184
北菜,K,63,7.1,7.2,7.2,22
浙菜,K,1586,7.3,7.5,7.1,155
浙菜,I,6,7.3,7.2,7.3,0
快餐,F,1,6.8,6.8,6.8,0
助餐,A,0,0,0,0,0
助餐,A,0,0,0,0,0
快餐,A,0,0,0,0,0
快餐,A,0,0,0,0,0
浙菜,F,306,7.2,6.6,6.8,137
海鲜,F,13,7.3,7.3,7.5,0
粤菜,F,35,6.7,6.5,6.7,75
湘菜,F,0,0,0,0,0
火锅,F,903,7.7,7.6,7.4,63
快餐,F,642,7.3,7.2,7,24
快餐,F,5,7.5,7.1,7.4,0
快餐,F,43,7,7.3,7.7,19
快餐,F,10,7.2,7,7.3,0
快餐,F,3,6.5,6.5,6.5,0
本菜,F,12,6.3,6.4,6.5,35
本菜,F,0,0,0,0,0
西餐,F,52,6.5,6.7,6.4,74
甜点,F,3,7.3,7.1,7.3,0
甜点,F,98,7.3,7.2,7.6,20
甜点,F,8,7.1,7,7,0
美食,F,97,7.3,6.9,7.3,63
美食,F,21,7.3,7.3,7.2,46
美食,F,0,0,0,0,0
啡厅,F,2,7.6,7.6,7.6,29
快餐,F,10,7.2,7,7.3,0
龙虾,F,5,6.8,6.8,6.8,0
海鲜,F,13,7.3,7.3,7.5,0
烧烤,F,19,7,6.8,7.2,0
北菜,F,3987,8.8,8.5,8.7,32
甜点,F,3,7.3,7.1,7.3,0
甜点,F,8,7.1,7,7,0
北菜,F,3987,8.8,8.5,8.7,32
美食,A,1174,8.3,9,8.6,1066
川菜,F,1,7,7,7,0
烧烤,I,3,7.1,7.1,7.1,0
啡厅,F,129,8.5,8.9,8.9,47
啡厅,F,129,8.5,8.9,8.9,47
快餐,F,32,7.6,7.9,7.7,0
啡厅,F,10,7.3,7.3,7.5,29
啡厅,F,10,7.3,7.3,7.5,29
啡厅,F,10,7.3,7.3,7.5,29
甜点,G,3,7.3,7.3,7.3,0
浙菜,A,851,8.4,7.5,7.6,97
快餐,F,31,7.2,7.5,7.3,30
料理,F,0,0,0,0,0
料理,F,0,0,0,0,0
料理,F,0,0,0,0,0
甜点,F,118,7.6,7.4,7.3,12
甜点,F,101,7.1,7.2,7,12
甜点,F,118,7.6,7.4,7.3,12
浙菜,A,3,7.4,6.8,7.5,0
龙虾,A,2,6.5,6.5,6.5,0
龙虾,A,2,6.5,6.5,6.5,0
快餐,F,131,7.6,7,7.6,20
快餐,F,131,7.6,7,7.6,20
甜点,A,287,6.9,6.7,6.3,20
快餐,F,31,7.1,6.7,7,13
甜点,F,121,7.1,7.2,7.2,17
烧烤,F,51,8.2,7.9,8.7,21
西餐,A,257,9,8.7,9,556
西餐,A,412,8.4,9.1,9,579
美食,A,50,8.2,8.6,8,452
啡厅,F,191,8.4,8.4,8.2,41
啡厅,F,191,8.4,8.4,8.2,41
快餐,I,7,7.3,7.2,7.4,0
甜点,I,132,7.3,7.1,7.3,28
本菜,A,121,9.1,8.1,9,168
甜点,A,4,6.8,6.8,6.7,33
甜点,A,4,6.8,6.8,6.7,33
快餐,F,203,7.5,7.1,7.2,7
快餐,F,475,7.3,7.2,7.2,19
海鲜,I,2,7.5,7.5,7.5,0
快餐,G,5,6.9,7,7,0
美食,G,0,0,0,0,0
美食,G,0,0,0,0,0
川菜,G,46,6.9,6.9,6.9,35
浙菜,I,3,6.9,6.9,7,0
本菜,I,263,6.8,6.6,6.8,34
甜点,I,219,7.4,7.4,6.5,18
甜点,I,136,7.3,7.2,7.2,12
甜点,I,219,7.4,7.4,6.5,18
甜点,I,136,7.3,7.2,7.2,12
粤菜,F,0,0,0,0,0
啡厅,F,23,7.5,7.4,7.4,36
美食,A,1,6.9,6.9,6.9,0
西餐,F,103,7.6,7.5,7.6,134
西餐,F,103,7.6,7.5,7.6,134
料理,G,279,0,0,0,67
甜点,G,9,7.6,7.5,7.5,0
甜点,G,9,7.6,7.5,7.5,0
川菜,A,2,7.1,7,7.1,0
甜点,A,10,7.2,7.4,7.3,0
浙菜,F,1605,7.4,7.2,7,168
甜点,I,3,7.1,7,7,0
甜点,I,3,7.1,7,7,0
浙菜,A,9632,7.9,8,7.7,158
美食,I,2,7.6,7.3,7.3,0
甜点,F,69,7.2,7.1,7,17
浙菜,I,71,7.3,7,7.1,51
甜点,I,47,7.2,7.3,7.1,17
甜点,I,47,7.2,7.3,7.1,17
助餐,K,0,0,0,0,0
西餐,I,22,7.3,7.3,7.5,23
甜点,G,3,7.1,7.1,7.1,12
快餐,I,3,7.2,7.2,7.2,0
西餐,A,825,7.6,7.7,7.3,76
西餐,A,825,7.6,7.7,7.3,76
甜点,A,9,7.4,7.4,7.4,0
火锅,I,1,6.9,6.9,6.9,0
粤菜,F,14,7,6.7,6.7,110
甜点,A,13,6.8,6.8,6.7,0
甜点,A,13,6.8,6.8,6.7,0
快餐,F,44,7.4,7.2,7.3,20
快餐,F,44,7.4,7.2,7.3,20
浙菜,A,4,7.6,7.6,7.6,0
火锅,A,536,7.7,8.9,8.1,649
本菜,A,3116,9.1,9,9.1,688
本菜,A,2888,8.3,9.1,8.7,436
西餐,A,5128,9.1,9.2,9.2,898
美食,A,550,8.4,8.9,9,366
美食,A,550,8.4,8.9,9,366
本菜,A,3116,9.1,9,9.1,688
西餐,A,5128,9.1,9.2,9.2,898
烧烤,F,20,6.8,6.4,6.7,6
快餐,F,21,7.2,6.8,7,23
粤菜,A,296,9.1,9.4,9.3,661
西餐,A,4343,8.5,9.1,9,1057
西餐,A,2342,8.7,9.1,8.8,601
西餐,A,3771,7.8,9.2,8.2,352
西餐,A,0,0,0,0,0
美食,A,91,8.8,9.2,9.2,2601
西餐,A,4343,8.5,9.1,9,1057
西餐,A,3771,7.8,9.2,8.2,352
西餐,A,4343,8.5,9.1,9,1057
西餐,A,3771,7.8,9.2,8.2,352
粤菜,A,3,6.8,6.8,7.2,0
火锅,A,2,7,7,7,0
粤菜,A,3,6.8,6.8,7.2,0
快餐,F,6,7,7,7,0
美食,F,3,7.2,7.2,7.3,0
美食,F,1,6.9,6.9,6.9,0
快餐,F,2,6.9,6.9,6.9,0
烧烤,F,8,6.6,6.7,6.8,0
烧烤,F,8,6.6,6.7,6.8,0
疆菜,F,2337,8.2,7.3,7.5,90
烧烤,F,4,7,7,7,114
常菜,F,31,7.1,6.6,6.7,14
甜点,A,10,6.6,6.6,6.6,12
火锅,A,2830,8.1,8.7,8.1,213
火锅,A,0,0,0,0,0
火锅,A,0,0,0,0,0
快餐,A,7,7.6,7.6,7.6,28
本菜,A,0,0,0,0,0
西餐,A,1252,8.5,9.2,8.6,382
西餐,A,2177,7.2,9,7.7,510
西餐,A,1252,8.5,9.2,8.6,382
西餐,A,2177,7.2,9,7.7,510
西餐,A,1252,8.5,9.2,8.6,382
西餐,A,2177,7.2,9,7.7,510
快餐,G,2,6.9,6.9,6.9,18
啡厅,F,138,7.2,7.5,7.3,40
啡厅,F,138,7.2,7.5,7.3,40
快餐,A,30,7.6,7.1,7.4,16
浙菜,F,819,6,6.2,5.5,109
川菜,F,0,0,0,0,0
甜点,F,2,6.6,6.6,6.6,0
美食,F,0,0,0,0,0
啡厅,F,96,8.8,8.7,8.7,30
快餐,F,0,0,0,0,0
烧烤,F,0,0,0,0,0
烧烤,F,0,0,0,0,0
烧烤,F,2,7,7,7,0
美食,F,1,7.3,7.1,7.3,0
粤菜,A,749,9.1,9.1,9.1,512
美食,A,220,9,9.1,9.3,2186
粤菜,A,749,9.1,9.1,9.1,512
快餐,I,352,6.5,7.1,6.6,21
浙菜,I,68,7.6,7.2,7.4,73
甜点,A,0,0,0,0,0
浙菜,G,0,0,0,0,0
本菜,G,389,7,7.5,7.5,42
快餐,G,0,0,0,0,0
烧烤,G,35,6.8,6.9,6.6,53
甜点,A,108,7.8,7.6,7.6,18
甜点,A,108,7.8,7.6,7.6,18
甜点,A,57,7.2,7.1,6.9,31
甜点,A,57,7.2,7.1,6.9,31
快餐,K,29,7.3,7.4,7.3,25
甜点,K,1728,8.5,7.9,7.3,18
本菜,A,4235,8.8,9,8.5,510
西餐,A,2585,8.1,9,8.3,455
西餐,A,2585,8.1,9,8.3,455
西餐,A,3689,7.8,9,8.5,341
西餐,A,374,7.5,8.3,8.2,271
美食,A,709,9,9.2,9.1,483
西餐,A,2585,8.1,9,8.3,455
西餐,A,3689,7.8,9,8.5,341
西餐,A,374,7.5,8.3,8.2,271
西餐,A,2585,8.1,9,8.3,455
西餐,A,3689,7.8,9,8.5,341
烧烤,A,9,7.2,6.8,7.1,0
啡厅,A,561,7.3,7.5,7,40
啡厅,A,561,7.3,7.5,7,40
川菜,G,2,7.3,7.3,7.3,0
湘菜,G,25,7,7.1,7.1,0
啡厅,A,367,8.2,8.4,8.2,37
啡厅,A,367,8.2,8.4,8.2,37
啡厅,A,367,8.2,8.4,8.2,37
快餐,G,40,7.5,7.2,7.4,18
火锅,F,558,7.9,7.8,7.7,101
火锅,I,734,7.8,8,7.4,80
火锅,I,73,8.1,7.1,7.8,80
快餐,I,23,7.1,7.2,6.9,14
龙虾,I,0,0,0,0,0
西餐,A,430,8.2,8,7.7,27
甜点,A,4,7,7,7.1,0
甜点,A,4,7,7,7.1,0
浙菜,F,143,7.6,7.6,7.5,112
快餐,F,5,6.8,6.8,6.9,63
浙菜,F,143,7.6,7.6,7.5,112
湘菜,F,75,7.2,7,6.9,62
快餐,F,4,7.6,7.6,7.6,0
快餐,F,91,7.5,7.2,7.5,42
快餐,F,19,6.8,6.8,6.9,28
快餐,F,19,6.8,6.8,6.9,28
浙菜,A,822,7.3,7.3,6.9,53
浙菜,F,1877,8.3,8.9,8.3,166
浙菜,F,1877,8.3,8.9,8.3,166
浙菜,G,282,8.1,8.4,8.4,113
啡厅,F,3,7.3,7.3,7.3,0
快餐,F,4,7.4,7.3,7.6,0
浙菜,F,627,8,8,7.8,70
火锅,F,0,0,0,0,0
啡厅,F,421,7.7,7.7,7.7,51
啡厅,F,421,7.7,7.7,7.7,51
海鲜,F,1,7,7,7,0
啡厅,F,421,7.7,7.7,7.7,51
浙菜,K,51,7.7,7.2,7.4,62
啡厅,A,113,8.2,8.3,8.5,31
啡厅,A,12,7.4,7.1,7.4,31
美食,G,0,0,0,0,0
本菜,A,180,9.2,9.1,9.1,775
本菜,A,180,9.2,9.1,9.1,775
美食,G,2,7.3,7.3,7.1,0
美食,G,0,0,0,0,0
